1 2 81
1 3 28
1 4 99
1 5 72
1 6 70
1 7 49
1 8 56
1 9 93
1 10 43
1 11 65
1 12 97
1 13 99
1 14 99
1 15 38
1 16 58
1 17 91
1 18 52
1 19 71
1 20 23
1 21 70
1 22 86
1 23 20
1 24 79
1 25 61
1 26 22
1 27 35
1 28 50
1 29 90
1 30 36
1 31 25
1 32 62
1 33 49
1 34 68
1 35 3
1 36 31
1 37 82
1 38 52
1 39 79
1 40 99
1 41 1
1 42 20
1 43 69
1 44 10
1 45 45
1 46 70
1 47 66
1 48 11
1 49 15
1 50 95
1 51 15
1 52 72
1 53 36
1 54 12
1 55 10
1 56 16
1 57 20
1 58 97
1 59 13
1 60 12
1 61 93
1 62 55
1 63 51
1 64 14
1 65 91
1 66 49
1 67 50
1 68 49
1 69 88
1 70 98
1 71 23
1 72 90
1 73 86
1 74 65
1 75 90
1 76 98
1 77 34
1 78 21
1 79 30
1 80 77
1 81 52
1 82 0
1 83 47
56 84 35
81 85 32
26 86 67
44 87 88
82 88 34
80 89 86
29 90 24
29 91 1
67 92 39
24 93 88
27 94 23
26 95 10
27 96 8
24 97 38
68 98 33
27 99 37
79 100 30
68 101 15
63 102 29
78 103 93
62 104 55
40 105 5
41 106 1
18 107 7
24 108 89
68 109 25
15 110 31
26 111 64
19 112 52
69 113 76
66 114 1
45 115 86
22 116 97
36 117 47
33 118 16
18 119 47
15 120 71
80 121 67
83 122 12
79 123 93
17 124 67
43 125 98
15 126 72
30 127 87
29 128 34
25 129 53
38 130 22
53 131 76
67 132 80
28 133 33
24 134 79
21 135 77
77 136 86
45 137 64
47 138 51
53 139 72
46 140 99
27 141 26
43 142 36
23 143 15
48 144 92
61 145 42
68 146 95
32 147 38
63 148 85
128 149 86
140 150 72
83 138 52
69 118 64
53 137 27
55 118 44
31 135 94
78 126 63
22 140 89
43 132 48
55 133 68
75 133 67
30 145 11
66 147 41
78 120 95
44 144 34
60 148 71
31 127 13
82 130 65
74 127 76
24 129 83
42 124 52
21 137 17
52 132 38
44 130 73
79 121 45
65 120 81
66 142 42
54 129 4
56 122 87
38 146 91
17 125 24
39 141 26
68 130 91
81 131 29
29 123 28
20 129 92
22 126 25
55 146 77
70 115 63
40 128 77
31 148 89
25 140 82
37 125 25
17 127 81
67 128 45
28 137 48
64 144 15
54 141 29
77 36 8
26 45 8
80 77 24
28 56 77
80 21 2
31 22 33
17 26 71
54 57 50
79 63 84
45 49 6
49 81 23
57 83 94
70 51 27
18 40 48
76 21 90
40 69 19
29 34 10
76 18 13
45 16 41
72 48 17
43 49 33
60 52 16
16 29 4
54 36 69
38 17 15
77 72 15
80 62 84
18 34 98
34 34 76
38 47 30
38 31 73
52 37 4
17 39 80
83 19 1
71 59 60
75 73 62
54 43 14
56 34 31
46 72 88
37 67 89
74 64 71
47 62 87
69 24 53
56 24 51
37 54 88
51 74 34
16 66 73
23 17 97
19 67 62
39 62 81
47 44 92
81 18 46
63 69 63
38 79 91
72 72 23
66 62 35
48 40 4
29 43 64
27 16 37
48 41 78
33 56 11
63 54 16
46 15 86
38 21 80
17 67 95
32 57 53
29 35 28
28 40 48
29 23 87
82 72 83
26 41 5
20 73 99
53 61 30
61 24 68
47 29 73
21 52 39
52 62 28
24 40 24
17 19 50
50 15 69
35 21 1
83 29 42
42 82 72
41 60 5
80 67 55
21 31 59
29 82 27
78 41 71
79 57 61
22 44 60
56 59 13
73 30 33
80 73 84
32 23 20
71 63 0
42 54 66
17 64 59
19 21 22
32 59 99
71 48 2
73 26 13
78 18 66
62 21 58
18 62 14
15 58 41
46 79 39
38 26 1
54 27 33
35 48 27
47 66 82
30 39 4
38 39 72
39 35 65
32 49 48
35 42 70
20 20 74
80 37 23
41 40 1
57 47 99
15 56 25
72 15 3
26 76 2
55 61 24
61 72 74
68 24 79
56 75 24
70 67 95
57 61 12
72 50 50
36 61 38
19 61 10
69 52 7
50 38 94
19 79 11
30 63 19
15 24 77
80 55 96
49 25 91
71 52 61
43 78 5
20 30 63
51 24 15
66 73 92
59 28 44
26 34 6
61 68 33
42 57 65
22 67 
